SEP=;
OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT TYPE;LGT HR;MARKINGS
EFINOB 43379;Wind turbine;640405.2N 0235950.6E;64.068098;23.997395;739;907;F R;H24;NIL
EFINOB 43380;Wind turbine;640350.0N 0240008.6E;64.063899;24.0024;739;905;F R;H24;NIL
EFINOB 43381;Wind turbine;640504.5N 0240100.0E;64.08458;24.016655;739;920;F R;H24;NIL
EFINOB 43382;Wind turbine;640453.2N 0240032.8E;64.081443;24.009111;739;905;F R;H24;NIL
EFINOB 43383;Wind turbine;640447.8N 0240144.6E;64.079939;24.029054;739;908;F R;H24;NIL
EFINOB 43384;Wind turbine;640408.0N 0235748.4E;64.068893;23.963442;739;896;F R;H24;NIL
EFINOB 43385;Wind turbine;640344.7N 0235934.0E;64.062416;23.992777;739;906;F R;H24;NIL
EFINOB 43387;Wind turbine;640324.6N 0240515.6E;64.056822;24.087655;739;949;F R;H24;NIL
EFINOB 43391;Chimney;654524.3N 0243120.0E;65.75676167;24.52221389;345;355;F R;HN;Y
EFINOB 43418;Wind turbine;603845.0N 0233154.6E;60.64584528;23.53182028;722;1132;F R;HN;Y
EFINOB 43419;Wind turbine;603859.2N 0233132.2E;60.64979111;23.52561111;722;1132;F R;HN;Y
EFINOB 43420;Wind turbine;603905.9N 0233208.4E;60.65164278;23.53566333;722;1106;F R;HN;Y
EFINOB 43421;Wind turbine;603926.1N 0233205.0E;60.65725278;23.53471222;722;1132;F R;HN;Y
EFINOB 43427;Wind turbine;641229.5N 0235719.2E;64.20819612;23.95534105;788;870;F R;HN;Y
EFINOB 43428;Wind turbine;641215.2N 0235751.4E;64.20422269;23.96427468;788;872;F R;HN;Y
EFINOB 43429;Wind turbine;641147.0N 0235832.6E;64.19640036;23.97573549;788;875;F R;HN;Y
EFINOB 43430;Wind turbine;641151.0N 0235730.7E;64.19749034;23.95852481;788;872;F R;HN;Y
EFINOB 43431;Wind turbine;641129.8N 0235754.8E;64.19162487;23.96521869;788;875;F R;HN;Y
EFINOB 43432;Wind turbine;641232.2N 0235532.3E;64.20894166;23.9256439;788;862;F R;HN;Y
EFINOB 43433;Wind turbine;641206.7N 0235510.0E;64.20187161;23.91944009;788;881;F R;HN;Y
EFINOB 43434;Wind turbine;641214.3N 0235613.2E;64.20397322;23.93698904;788;874;F R;HN;Y
EFINOB 43435;Wind turbine;641149.3N 0235547.3E;64.19701657;23.929792;788;878;F R;HN;Y
EFINOB 43436;Wind turbine;641125.4N 0235626.7E;64.19037532;23.94075395;788;882;F R;HN;Y
EFINOB 43437;Wind turbine;641112.2N 0235724.1E;64.18671901;23.95670801;788;881;F R;HN;Y
EFINOB 43438;Wind turbine;641051.6N 0235638.7E;64.18100091;23.94409228;788;883;F R;HN;Y
EFINOB 43439;Wind turbine;641104.1N 0235556.5E;64.18446797;23.9323682;788;881;F R;HN;Y
EFINOB 43440;Wind turbine;641050.9N 0235509.9E;64.18079859;23.91941682;788;880;F R;HN;Y
EFINOB 43911;Crane;630557.2N 0274435.3E;63.0992325;27.74313944;361;742;F R;HN;Y
EFINOB 44480;Mast;654119.0N 0245206.7E;65.68860833;24.86851472;489;522;FLG R;HN;Y
EFINOB 44621;Mast;610950.3N 0222616.1E;61.16396694;22.43781222;411;640;FLG R;HN;Y
EFINOB 44734;Wind turbine;635407.7N 0241804.1E;63.90214972;24.30114444;788;1090;FLG W;H24;Y
EFINOB 44735;Wind turbine;635346.0N 0241801.2E;63.89610528;24.30032639;788;1113;F R;H24;Y
EFINOB 44736;Wind turbine;635325.4N 0241804.1E;63.89039806;24.30114083;788;1116;F R;H24;Y
EFINOB 44737;Wind turbine;635300.5N 0241825.3E;63.88346056;24.30702972;788;1113;FLG W;H24;Y
EFINOB 44738;Wind turbine;635207.5N 0241714.6E;63.86875306;24.2874025;788;1129;FLG W;H24;Y
EFINOB 44739;Wind turbine;635208.7N 0241832.6E;63.86908528;24.30904944;788;1136;F R;H24;Y
EFINOB 44740;Wind turbine;635159.5N 0241917.5E;63.86651917;24.32153028;788;1129;FLG W;H24;Y
EFINOB 44741;Wind turbine;635227.7N 0241607.5E;63.87436861;24.26874194;788;1109;FLG W;H24;Y
EFINOB 44811;Wind turbine;642506.0N 0240945.8E;64.41833806;24.16271861;689;732;FLG W;H24;NIL
EFINOB 44812;Wind turbine;642503.3N 0241028.9E;64.41757222;24.17469944;689;739;FLG W;H24;NIL
EFINOB 44813;Wind turbine;642527.0N 0240942.3E;64.42415639;24.16174278;689;732;FLG W;H24;NIL
EFINOB 44814;Wind turbine;642522.2N 0241017.1E;64.42284333;24.17141444;689;739;FLG W;H24;NIL
EFINOB 44815;Wind turbine;642525.1N 0241054.6E;64.42362722;24.18182528;689;732;FLG W;H24;NIL
EFINOB 44926;Mast;642616.2N 0244225.0E;64.43782806;24.70693528;525;844;FLG W;HN;Y
EFINOB 44947;Wind turbine;641604.9N 0264259.7E;64.26803333;26.71657389;821;1267;F R;HN;NIL
EFINOB 44948;Wind turbine;641615.5N 0264329.6E;64.27098361;26.72488444;821;1277;F R;HN;NIL
EFINOB 44949;Wind turbine;641605.4N 0264401.2E;64.26816417;26.733665;821;1287;F R;HN;NIL
EFINOB 44950;Wind turbine;641626.7N 0264402.5E;64.27407861;26.73402111;821;1290;F R;HN;NIL
EFINOB 44951;Wind turbine;641619.6N 0264442.0E;64.27211472;26.74500278;821;1313;F R;HN;NIL
EFINOB 44952;Wind turbine;641635.2N 0264459.2E;64.2764575;26.74977417;821;1318;FLG W;H24;NIL
EFINOB 44953;Wind turbine;641658.5N 0264454.2E;64.282925;26.74839361;821;1314;F R;HN;NIL
EFINOB 44954;Wind turbine;641710.6N 0264556.8E;64.28627417;26.76577667;821;1333;FLG W;H24;NIL
EFINOB 44955;Wind turbine;641728.2N 0264559.0E;64.29115694;26.76637556;821;1331;F R;HN;NIL
EFINOB 44956;Wind turbine;641736.8N 0264631.8E;64.29354917;26.77548806;821;1339;F R;HN;NIL
EFINOB 44957;Wind turbine;641756.9N 0264701.1E;64.299125;26.78362639;821;1346;F R;HN;NIL
EFINOB 44958;Wind turbine;641748.8N 0264734.6E;64.29689528;26.79294306;821;1346;F R;HN;NIL
EFINOB 44959;Wind turbine;641755.2N 0264343.9E;64.29865694;26.72886583;821;1293;F R;HN;NIL
EFINOB 44960;Wind turbine;641736.0N 0264324.9E;64.29334361;26.72358722;821;1290;F R;HN;NIL
EFINOB 44961;Wind turbine;641752.5N 0264259.7E;64.29792472;26.71657722;821;1280;FLG W;H24;NIL
EFINOB 44962;Wind turbine;641721.7N 0264354.7E;64.28936583;26.73184917;821;1297;F R;HN;NIL
EFINOB 44963;Wind turbine;641714.1N 0264431.1E;64.28723917;26.74197139;821;1313;F R;HN;NIL
EFINOB 44964;Wind turbine;641651.3N 0264301.0E;64.28091139;26.7169375;821;1283;F R;HN;NIL
EFINOB 44965;Wind turbine;641703.4N 0264347.7E;64.28427417;26.72991583;821;1296;F R;HN;NIL
EFINOB 44966;Wind turbine;641643.9N 0264348.0E;64.27887222;26.73001;821;1292;F R;HN;NIL
EFINOB 44967;Wind turbine;641633.4N 0264307.8E;64.27593444;26.71882639;821;1277;F R;HN;NIL
EFINOB 44968;Wind turbine;641616.8N 0264230.9E;64.27132889;26.70859167;821;1256;FLG W;H24;NIL
EFINOB 44969;Wind turbine;641803.7N 0264616.4E;64.30103556;26.77123167;821;1346;FLG W;H24;NIL
EFINOB 44970;Wind turbine;641804.0N 0264803.6E;64.30112389;26.80099222;821;1322;FLG W;H24;NIL
EFINOB 44973;Wind turbine;642457.0N 0241401.7E;64.41583306;24.23380111;854;903;FLG W;H24;NIL
EFINOB 44980;Mast;642848.6N 0245904.8E;64.48017806;24.98466333;339;619;F R;HN;Y
EFINOB 44986;Mast;644507.8N 0244732.6E;64.75216417;24.79240083;411;509;FLG R;HN;Y
EFINOB 45008;Mast;640416.9N 0243510.8E;64.07135194;24.58633861;335;548;F R;HN;Y
EFINOB 45016;Wind turbine;642342.2N 0241555.7E;64.39505417;24.26546667;854;919;F R;H24;NIL
EFINOB 45018;Mast;665146.5N 0275139.9E;66.86293028;27.86109194;492;1253;FLG R;HN;Y
EFINOB 45085;Wind turbine;644608.5N 0244647.4E;64.76901561;24.77983359;771;844;F R;HN;Y
EFINOB 45086;Wind turbine;644556.4N 0244723.5E;64.7656643;24.78986775;771;848;F R;HN;Y
EFINOB 45087;Wind turbine;644606.6N 0244822.4E;64.76851063;24.80623079;771;855;F R;HN;Y
EFINOB 45088;Wind turbine;644538.3N 0244526.4E;64.76063324;24.75732808;771;834;F R;HN;Y
EFINOB 45089;Wind turbine;644518.3N 0244626.7E;64.75508626;24.77408173;771;847;F R;HN;Y
EFINOB 45090;Wind turbine;644530.2N 0244813.8E;64.75840266;24.80383413;771;867;F R;HN;Y
EFINOB 45091;Wind turbine;644514.1N 0244449.7E;64.75392527;24.7471417;771;838;F R;HN;Y
EFINOB 45092;Wind turbine;644456.5N 0244547.1E;64.74903153;24.76308263;771;848;F R;HN;Y
EFINOB 45093;Wind turbine;644503.5N 0244727.8E;64.75095907;24.7910487;771;863;F R;HN;NIL
EFINOB 45094;Wind turbine;644508.1N 0244850.1E;64.75224069;24.81392033;771;884;F R;HN;Y
EFINOB 45095;Wind turbine;644506.3N 0244951.6E;64.75175551;24.8310074;771;894;F R;HN;Y
EFINOB 45096;Wind turbine;644448.7N 0244838.1E;64.74685013;24.81059399;771;877;F R;HN;Y
EFINOB 45097;Wind turbine;644443.4N 0244938.6E;64.74539139;24.82737764;771;884;F R;HN;Y
EFINOB 45098;Wind turbine;644407.8N 0244919.2E;64.73549133;24.82199614;771;883;F R;HN;Y
EFINOB 45099;Wind turbine;644418.9N 0244821.9E;64.73857837;24.80609474;771;877;F R;HN;Y
EFINOB 45100;Wind turbine;644434.7N 0244652.4E;64.74298424;24.78123483;771;859;F R;HN;Y
EFINOB 45101;Wind turbine;644629.5N 0244701.0E;64.77487165;24.78362322;771;844;F R;HN;Y
EFINOB 45102;Wind turbine;644518.2N 0245047.1E;64.75505046;24.84642638;771;884;F R;HN;Y
EFINOB 45103;Wind turbine;644409.1N 0244648.9E;64.73586858;24.78026365;771;872;F R;HN;Y
EFINOB 45104;Wind turbine;644343.5N 0244544.5E;64.72874061;24.76236525;771;873;F R;HN;Y
EFINOB 45105;Wind turbine;644320.9N 0244444.8E;64.72247408;24.74576925;771;874;F R;HN;Y
EFINOB 45180;Mast;623424.9N 0290358.4E;62.57358306;29.06622583;476;991;FLG R;HN;Y
EFINOB 45183;Mast;604831.8N 0212536.4E;60.80882139;21.42678333;338;395;F R;HN;Y
EFINOB 45256;Wind turbine;602739.8N 0230253.6E;60.46106444;23.04822972;676;946;F R;HN;NIL
EFINOB 45257;Wind turbine;602751.2N 0230302.1E;60.46421778;23.05058806;676;965;F R;HN;NIL
EFINOB 45337;Building;601115.7N 0245844.1E;60.18770111;24.97891944;388;397;F R;HN;NIL
EFINOB 45340;Mast;643458.8N 0271849.6E;64.58299778;27.31377917;591;1054;FLG W;HN;Y
EFINOB 45417;Wind turbine;642416.5N 0241230.9E;64.40457944;24.20858944;854;886;FLG W;H24;NIL
EFINOB 45418;Wind turbine;642408.6N 0241259.3E;64.40238556;24.21647278;854;903;F R;H24;NIL
EFINOB 45435;Wind turbine;642441.8N 0241420.4E;64.4116025;24.23900333;854;895;F R;H24;NIL
EFINOB 45436;Wind turbine;642325.1N 0241615.6E;64.39031694;24.27100111;854;919;FLG W;H24;NIL
EFINOB 45437;Wind turbine;642356.7N 0241508.8E;64.3990825;24.25243833;854;911;FLG W;H24;NIL
EFINOB 45449;Wind turbine;642441.2N 0241330.0E;64.41144306;24.22499111;854;895;F R;H24;NIL
EFINOB 45450;Wind turbine;642359.3N 0241345.2E;64.3998125;24.22922639;854;919;F R;H24;NIL
EFINOB 45451;Wind turbine;642322.3N 0241510.0E;64.38951833;24.25279111;854;919;FLG W;H24;NIL
EFINOB 45452;Wind turbine;642423.9N 0241328.0E;64.40662528;24.22443278;854;895;F R;H24;NIL
EFINOB 45453;Wind turbine;642425.8N 0241408.7E;64.40716972;24.23573889;854;895;F R;H24;NIL
EFINOB 45454;Wind turbine;642411.6N 0241400.9E;64.40322028;24.23357028;854;919;F R;H24;NIL
EFINOB 45456;Wind turbine;642340.6N 0241523.2E;64.39461194;24.25645167;854;911;F R;H24;NIL
EFINOB 45466;Wind turbine;642310.9N 0241550.8E;64.38635722;24.26410806;854;919;FLG W;H24;NIL
EFINOB 45476;Wind turbine;641609.9N 0262707.7E;64.26941778;26.45212861;837;1296;F R;HN;Y
EFINOB 45477;Wind turbine;641559.8N 0262518.3E;64.26660861;26.42173694;837;1264;F R;HN;Y
EFINOB 45509;Wind turbine;642335.8N 0241446.1E;64.39328222;24.24614083;854;919;F R;H24;NIL
EFINOB 45605;Wind turbine;600916.3N 0193407.0E;60.15453056;19.56861667;657;696;FLG R;H24;Y
EFINOB 45606;Wind turbine;600923.4N 0193432.2E;60.1565125;19.57562;657;712;FLG R;H24;Y
EFINOB 45607;Wind turbine;600927.7N 0193344.9E;60.15768278;19.56247361;657;689;FLG R;H24;Y
EFINOB 45608;Wind turbine;600933.7N 0193411.9E;60.15936889;19.56997889;657;712;FLG R;H24;Y
EFINOB 45609;Wind turbine;600952.4N 0193348.9E;60.16456306;19.56358833;657;716;FLG R;H24;Y
EFINOB 45610;Wind turbine;600955.7N 0193421.8E;60.16547472;19.57271861;657;729;FLG R;H24;Y
EFINOB 45611;Wind turbine;601012.2N 0193417.5E;60.17006111;19.57153306;657;729;FLG R;H24;Y
EFINOB 45612;Wind turbine;601007.7N 0193341.5E;60.16881194;19.56153694;657;722;FLG R;H24;Y
EFINOB 45613;Wind turbine;600946.5N 0193258.7E;60.16290917;19.54963333;657;706;FLG R;H24;Y
EFINOB 45614;Wind turbine;600925.2N 0193256.5E;60.15699528;19.54902528;657;696;FLG R;H24;Y
EFINOB 45837;Wind turbine;634227.4N 0254354.1E;63.70761444;25.73168306;811;1365;F R;H24;Y
EFINOB 45838;Wind turbine;634204.2N 0254527.6E;63.70116056;25.75766528;811;1346;F R;H24;Y
EFINOB 45839;Wind turbine;634133.1N 0254440.4E;63.69252222;25.74455556;811;1360;F R;HN;Y
EFINOB 45840;Wind turbine;634111.0N 0254459.7E;63.68637722;25.74990861;811;1352;F R;HN;Y
EFINOB 45841;Wind turbine;634035.3N 0254429.6E;63.67647861;25.74155917;811;1398;F R;H24;Y
EFINOB 45842;Wind turbine;634227.6N 0254444.9E;63.70766778;25.74579167;811;1351;F R;H24;Y
EFINOB 45843;Wind turbine;634019.7N 0254559.7E;63.67213889;25.76657167;811;1341;F R;H24;Y
EFINOB 45844;Wind turbine;634118.5N 0254337.8E;63.68847417;25.72716778;811;1360;F R;H24;Y
EFINOB 45845;Wind turbine;634053.9N 0254522.9E;63.68165111;25.75635833;811;1347;F R;HN;Y
EFINOB 45846;Wind turbine;634145.1N 0254321.7E;63.69586111;25.72269028;811;1364;F R;HN;Y
EFINOB 45847;Mast;645330.0N 0271635.0E;64.89166667;27.27638889;460;942;FLG R;HN;Y
EFINOB 45848;Wind turbine;634205.0N 0254232.3E;63.70138611;25.70898056;811;1357;F R;H24;Y
EFINOB 45849;Wind turbine;634146.0N 0254601.0E;63.69611417;25.76695222;811;1342;F R;H24;Y
EFINOB 45850;Wind turbine;634026.0N 0254513.4E;63.67388889;25.75372722;811;1360;F R;HN;Y
EFINOB 45855;Wind turbine;634153.5N 0254430.1E;63.698185;25.74170778;811;1375;F R;HN;Y
EFINOB 45878;Mast;621608.0N 0212413.9E;62.26889528;21.40386278;394;489;F R;HN;Y
EFINOB 45882;Wind turbine;642112.4N 0241207.1E;64.35345205;24.20197713;837;981;FLG W;HN;Y
EFINOB 45883;Wind turbine;642055.1N 0241254.1E;64.34863866;24.21503633;837;955;F R;HN;Y
EFINOB 45884;Wind turbine;642045.7N 0241337.7E;64.346025;24.22714722;837;952;FLG W;HN;Y
EFINOB 45885;Wind turbine;642132.6N 0241208.8E;64.3590667;24.20245701;837;932;FLG W;HN;Y
EFINOB 45886;Wind turbine;642126.9N 0241300.8E;64.35745934;24.21689592;837;945;F R;HN;Y
EFINOB 45887;Wind turbine;642108.9N 0241344.7E;64.3524775;24.22909477;837;959;F R;HN;Y
EFINOB 45888;Wind turbine;642052.8N 0241428.6E;64.34799754;24.2412906;837;945;F R;HN;Y
EFINOB 45889;Wind turbine;642146.2N 0241258.1E;64.36282778;24.21614346;837;926;F R;HN;Y
EFINOB 45890;Wind turbine;642137.8N 0241330.1E;64.36049634;24.22503717;837;932;F R;HN;Y
EFINOB 45891;Wind turbine;642126.7N 0241414.7E;64.35740385;24.23741092;837;939;F R;HN;Y
EFINOB 45892;Wind turbine;642115.4N 0241438.8E;64.35427109;24.24410997;837;936;F R;HN;Y
EFINOB 45893;Wind turbine;642046.6N 0241517.4E;64.34627429;24.25482323;837;942;F R;HN;Y
EFINOB 45896;Wind turbine;642138.3N 0241453.7E;64.36063411;24.24825438;837;926;F R;HN;Y
EFINOB 45897;Wind turbine;642050.2N 0241604.5E;64.34726889;24.26791866;837;945;FLG W;HN;Y
EFINOB 45898;Wind turbine;642044.1N 0241643.5E;64.3455828;24.27874618;837;945;F R;HN;Y
EFINOB 45899;Wind turbine;642217.6N 0241453.1E;64.37156864;24.24808509;837;926;F R;HN;Y
EFINOB 45900;Wind turbine;642200.3N 0241531.4E;64.36675879;24.25871862;837;926;F R;HN;Y
EFINOB 45901;Wind turbine;642139.1N 0241622.4E;64.36086088;24.27288045;837;932;F R;HN;Y
EFINOB 45902;Wind turbine;642124.1N 0241643.5E;64.35669213;24.27876054;837;939;F R;HN;Y
EFINOB 45903;Wind turbine;642102.6N 0241649.8E;64.35070888;24.28050612;837;945;F R;HN;Y
EFINOB 45904;Wind turbine;642050.1N 0241735.9E;64.34725402;24.29329395;837;942;F R;HN;Y
EFINOB 45905;Wind turbine;642041.3N 0241813.8E;64.34480193;24.3038302;837;945;FLG W;HN;Y
EFINOB 45906;Wind turbine;642159.5N 0241621.7E;64.3665248;24.27270245;837;936;F R;HN;Y
EFINOB 45907;Wind turbine;642122.4N 0241732.2E;64.3562277;24.29227875;837;945;F R;HN;Y
EFINOB 45908;Wind turbine;642113.2N 0241801.1E;64.35367821;24.30030423;837;945;F R;HN;Y
EFINOB 45909;Wind turbine;642053.5N 0241858.8E;64.34820409;24.31633747;837;949;FLG W;HN;Y
EFINOB 45910;Wind turbine;642234.6N 0241551.5E;64.37626498;24.26429527;837;913;FLG W;HN;Y
EFINOB 45911;Wind turbine;642222.4N 0241623.0E;64.37290184;24.27306118;837;919;F R;HN;Y
EFINOB 45912;Wind turbine;642217.0N 0241707.3E;64.37138526;24.28536014;837;926;FLG W;HN;Y
EFINOB 45913;Wind turbine;642202.2N 0241714.8E;64.36727792;24.28744893;837;936;F R;HN;Y
EFINOB 45914;Wind turbine;642140.6N 0241739.9E;64.36126608;24.29440696;837;949;FLG W;HN;Y
EFINOB 45988;Mast;605237.1N 0232752.1E;60.87698417;23.46447056;342;759;F R;HN;Y
EFINOB 45990;Wind turbine;641113.3N 0264453.4E;64.18703083;26.7481725;771;1349;F R;HN;NIL
EFINOB 45991;Wind turbine;641031.2N 0264406.8E;64.17534194;26.73521417;771;1292;F R;H24;NIL
EFINOB 45992;Wind turbine;640951.3N 0264542.7E;64.16426028;26.76184972;771;1326;F R;H24;NIL
EFINOB 45993;Wind turbine;640814.1N 0264621.4E;64.13724806;26.77262083;771;1388;F R;H24;NIL
EFINOB 45994;Wind turbine;640749.9N 0264632.9E;64.13054056;26.77579806;771;1392;FLG W;H24;NIL
EFINOB 46366;Wind turbine;620353.4N 0213735.7E;62.06483991;21.62659118;771;991;F R;HN;Y
EFINOB 46369;Wind turbine;620333.0N 0213823.4E;62.05917333;21.63982935;771;1003;F R;HN;Y
EFINOB 46370;Wind turbine;620311.5N 0213806.8E;62.05318127;21.63523159;771;1005;F R;HN;Y
EFINOB 46371;Wind turbine;620325.4N 0213709.7E;62.05706173;21.61935868;771;988;F R;HN;Y
EFINOB 46372;Wind turbine;620306.3N 0213648.2E;62.05175348;21.61339765;771;979;F R;HN;Y
EFINOB 46609;Wind turbine;622712.0N 0223532.1E;62.45334222;22.59224694;755;1247;FLG W;H24;Y
EFINOB 46610;Wind turbine;622638.8N 0223625.1E;62.4440975;22.60698222;755;1244;FLG W;H24;Y
EFINOB 46612;Wind turbine;622730.1N 0223810.8E;62.45837222;22.63633778;755;1238;F R;H24;Y
EFINOB 46613;Wind turbine;622755.5N 0223832.5E;62.46542111;22.64235778;755;1218;FLG W;H24;Y
EFINOB 46614;Wind turbine;622716.6N 0223904.8E;62.45462444;22.65132889;755;1224;FLG W;H24;Y
EFINOB 46615;Wind turbine;622653.0N 0223811.4E;62.448065;22.63650417;755;1236;F R;H24;Y
EFINOB 46616;Wind turbine;622622.4N 0223743.6E;62.43955972;22.62878056;755;1248;F R;H24;Y
EFINOB 46617;Wind turbine;622554.7N 0223849.3E;62.43185972;22.64701667;755;1246;FLG W;H24;Y
EFINOB 46634;Wind turbine;642014.4N 0240644.8E;64.33733944;24.11243361;755;849;FLG W;H24;Y
EFINOB 46635;Wind turbine;642002.1N 0240653.7E;64.3339125;24.11490528;755;855;FLG W;H24;Y
EFINOB 46636;Wind turbine;641935.5N 0240604.9E;64.32654111;24.10135056;755;858;FLG W;H24;Y
EFINOB 46637;Wind turbine;641913.2N 0240553.3E;64.32033444;24.09813278;755;862;F R;H24;Y
EFINOB 46638;Wind turbine;641911.3N 0240645.0E;64.31980111;24.11249139;755;872;FLG W;H24;Y
EFINOB 46639;Wind turbine;641855.7N 0240719.8E;64.31547417;24.12215361;755;881;FLG W;H24;Y
EFINOB 46640;Wind turbine;641839.8N 0240747.2E;64.31104361;24.12977528;755;888;F R;H24;Y
EFINOB 46672;Wind turbine;630844.8N 0242300.1E;63.14578444;24.38335972;804;1415;F R;HN;Y
EFINOB 46673;Wind turbine;630859.6N 0242238.0E;63.14990139;24.37723028;804;1428;F R;HN;Y
EFINOB 46674;Wind turbine;630918.5N 0242234.0E;63.15512556;24.3761225;804;1415;F R;HN;Y
EFINOB 46675;Wind turbine;630937.1N 0242220.3E;63.16029944;24.37229778;804;1405;F R;HN;Y
EFINOB 46676;Wind turbine;630956.1N 0242217.1E;63.1655725;24.37140278;804;1405;F R;HN;Y
EFINOB 46677;Wind turbine;631020.6N 0242219.5E;63.17239222;24.37207639;804;1388;F R;HN;Y
EFINOB 46678;Wind turbine;631013.5N 0242138.4E;63.17042056;24.36067028;804;1395;F R;HN;Y
EFINOB 46679;Wind turbine;630530.0N 0242227.9E;63.09166333;24.37441556;804;1372;F R;HN;Y
EFINOB 46680;Wind turbine;630545.7N 0242210.6E;63.0960375;24.36960111;804;1388;F R;HN;Y
EFINOB 46681;Wind turbine;630555.7N 0242124.6E;63.09880806;24.35682306;804;1411;F R;HN;Y
EFINOB 46682;Wind turbine;630613.0N 0242125.6E;63.1036;24.35710139;804;1382;F R;HN;Y
EFINOB 46683;Wind turbine;630626.9N 0242211.6E;63.10747528;24.36989472;804;1395;F R;HN;Y
EFINOB 46684;Wind turbine;630635.2N 0242131.4E;63.10976417;24.35872222;804;1405;F R;HN;Y
EFINOB 46685;Wind turbine;630652.1N 0242157.0E;63.11447667;24.36583028;804;1385;F R;HN;Y
EFINOB 46693;Wind turbine;640000.7N 0252422.3E;64.00019083;25.40620639;854;1344;F R;HN;NIL
EFINOB 46694;Wind turbine;635953.6N 0252529.4E;63.99823167;25.42484722;854;1346;F R;HN;NIL
EFINOB 46695;Wind turbine;640026.2N 0252510.0E;64.0072675;25.41944278;854;1357;F R;HN;NIL
EFINOB 46696;Wind turbine;640057.3N 0252344.4E;64.01590361;25.39566278;854;1377;F R;HN;NIL
EFINOB 46698;Wind turbine;640100.9N 0252449.1E;64.01692389;25.413625;854;1346;F R;HN;NIL
EFINOB 46699;Wind turbine;640018.2N 0252323.8E;64.00506278;25.38995528;854;1336;F R;HN;NIL
EFINOB 46705;Wind turbine;631651.9N 0253732.1E;63.28108333;25.62559444;722;1267;F R;HN;Y
EFINOB 46706;Wind turbine;631705.0N 0253658.7E;63.28472778;25.61630833;722;1277;F R;HN;Y
EFINOB 46707;Wind turbine;631651.8N 0253538.1E;63.28104444;25.59391389;722;1260;F R;HN;Y
EFINOB 46708;Wind turbine;631710.3N 0253549.1E;63.28619167;25.596975;722;1296;F R;HN;Y
EFINOB 46709;Wind turbine;631723.7N 0253639.9E;63.28991111;25.611075;722;1293;F R;HN;Y
EFINOB 46710;Wind turbine;631745.2N 0253600.4E;63.29588889;25.60011389;722;1247;F R;HN;Y
EFINOB 46711;Wind turbine;631759.4N 0253639.0E;63.29982778;25.61083611;722;1221;F R;HN;Y
EFINOB 46754;Mast;622837.0N 0213151.2E;62.47694306;21.53088028;591;749;FLG W;HN;Y
EFINOB 46777;Wind turbine;631707.5N 0223023.9E;63.28541611;22.50665;788;899;F R;HN;Y
EFINOB 46778;Wind turbine;631647.9N 0223038.7E;63.27998;22.5107525;886;1008;F R;HN;Y
EFINOB 46779;Wind turbine;631638.3N 0223106.9E;63.27731444;22.51859583;788;909;F R;HN;Y
EFINOB 46780;Wind turbine;631628.6N 0223142.5E;63.2746225;22.52847833;788;932;F R;HN;Y
EFINOB 46782;Mast;631652.7N 0223029.3E;63.28131778;22.50812778;411;525;FLG W;HN;NIL
EFINOB 46793;Pylon;601027.3N 0250006.7E;60.1742525;25.00185583;443;443;FLG R;HN;Y
EFINOB 47040;Mast;625449.0N 0253658.5E;62.91361111;25.61625;657;1296;FLG W;H24;Y
EFINOB 47044;Mast;634347.3N 0242716.9E;63.7297975;24.45469583;492;906;FLG R;HN;Y
EFINOB 47123;Wind turbine;644535.5N 0251314.6E;64.75985833;25.22073583;722;888;FLG R;H24;Y
EFINOB 47126;Wind turbine;644514.0N 0251246.0E;64.75388889;25.21277778;755;907;FLG R;H24;Y
EFINOB 47127;Wind turbine;644455.0N 0251220.0E;64.74861111;25.20555556;755;918;FLG R;H24;Y
EFINOB 47128;Wind turbine;644436.0N 0251154.0E;64.74333333;25.19833333;755;916;FLG R;H24;Y
EFINOB 47305;Mast;651556.4N 0253351.7E;65.26565917;25.5643675;394;522;F R;HN;Y
EFINOB 47311;Wind turbine;641642.6N 0262733.1E;64.27849861;26.45919722;771;1224;F R;HN;Y
EFINOB 47312;Wind turbine;641618.5N 0262808.9E;64.27180472;26.469135;771;1224;F R;HN;Y
EFINOB 47313;Wind turbine;641631.1N 0262639.4E;64.27530194;26.44428917;771;1218;F R;HN;Y
EFINOB 47314;Wind turbine;641641.2N 0262834.5E;64.27811194;26.47624167;771;1218;F R;HN;Y
EFINOB 47315;Wind turbine;641552.2N 0262614.2E;64.26450639;26.43728194;771;1218;F R;HN;Y
EFINOB 47316;Wind turbine;641543.6N 0262710.1E;64.2620975;26.45281028;771;1228;F R;HN;Y
EFINOB 47317;Wind turbine;641535.1N 0262522.6E;64.25973917;26.42293306;771;1228;F R;HN;Y
EFINOB 47605;Wind turbine;620442.7N 0212615.3E;62.07851806;21.43759472;821;886;F R;HN;Y
EFINOB 47606;Wind turbine;620445.1N 0212655.7E;62.07919444;21.44879417;821;903;F R;HN;Y
EFINOB 47607;Wind turbine;620410.3N 0212622.0E;62.06953806;21.43943389;821;886;F R;HN;Y
EFINOB 47608;Wind turbine;620423.6N 0212649.1E;62.07321722;21.44697222;821;886;F R;HN;Y
EFINOB 47609;Wind turbine;620432.8N 0212724.2E;62.07576917;21.45671389;821;903;F R;HN;Y
