"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"10299";"RAFTSJÖHÖJDEN";"10";"M";"633650.1N";"0150307.5E";"63.61391";"15.05207";"0.3";"Seconds";"";"2107";"FT";"456";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240704";"Y";"FLGR";"";"COMPLETED";"" 
"10300";"RAFTSJÖHÖJDEN";"10";"M";"633643.8N";"0150405.4E";"63.61216";"15.06818";"0.3";"Seconds";"";"2110";"FT";"456";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20240704";"Y";"FLGR";"";"COMPLETED";"" 
"10301";"RAFTSJÖHÖJDEN";"10";"M";"633646.8N";"0150438.9E";"63.61301";"15.07747";"0.3";"Seconds";"";"2113";"FT";"456";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110411";"Y";"FLGR";"";"COMPLETED";"" 
"10305";"VETTÅSEN";"10";"M";"604746.0N";"0163443.0E";"60.79611";"16.57862";"0.3";"Seconds";"";"1381";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10306";"VETTÅSEN";"10";"M";"604730.8N";"0163445.9E";"60.79189";"16.57941";"0.3";"Seconds";"";"1362";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110412";"Y";"FLGR";"";"COMPLETED";"" 
"10307";"VETTÅSEN";"10";"M";"604720.7N";"0163459.2E";"60.78907";"16.5831";"0.3";"Seconds";"";"1329";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110412";"Y";"FLGR";"";"COMPLETED";"" 
"10308";"VETTÅSEN";"10";"M";"604704.5N";"0163449.7E";"60.78459";"16.58047";"0.3";"Seconds";"";"1318";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10309";"VETTÅSEN";"10";"M";"604701.7N";"0163542.7E";"60.7838";"16.5952";"0.3";"Seconds";"";"1263";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110412";"Y";"FLGR";"";"COMPLETED";"" 
"10310";"VETTÅSEN";"10";"M";"604647.4N";"0163527.1E";"60.77983";"16.59087";"0.3";"Seconds";"";"1289";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10312";"SKÄNNINGE";"10";"M";"582404.1N";"0150807.7E";"58.40113";"15.13547";"0.3";"Seconds";"";"604";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10313";"VINNERSTAD";"10";"M";"583036.3N";"0150717.9E";"58.51009";"15.12164";"0.3";"Seconds";"";"630";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10314";"GAMLEBY";"10";"M";"575023.6N";"0162214.8E";"57.83988";"16.37078";"0.3";"Seconds";"";"758";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10315";"GAMLEBY";"10";"M";"575017.5N";"0162146.5E";"57.83821";"16.3629";"0.3";"Seconds";"";"771";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10316";"GAMLEBY";"10";"M";"575027.6N";"0162127.9E";"57.84099";"16.35774";"0.3";"Seconds";"";"810";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10317";"GAMLEBY";"10";"M";"575038.6N";"0162156.5E";"57.84406";"16.36571";"0.3";"Seconds";"";"764";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110428";"Y";"FLGR";"";"COMPLETED";"" 
"10318";"GAMLEBY";"10";"M";"575046.6N";"0162133.7E";"57.84628";"16.35937";"0.3";"Seconds";"";"768";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110503";"Y";"FLGR";"";"COMPLETED";"" 
"10323";"MÅRTENSKLACK";"10";"M";"604843.7N";"0163921.6E";"60.81215";"16.656";"0.3";"Seconds";"";"1332";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110503";"Y";"FLGR";"";"COMPLETED";"" 
"10324";"MÅRTENSKLACK";"10";"M";"604834.7N";"0163942.8E";"60.80963";"16.66189";"0.3";"Seconds";"";"1378";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110503";"Y";"FLGR";"";"COMPLETED";"" 
"10325";"MÅRTENSKLACK";"10";"M";"604848.6N";"0163946.1E";"60.8135";"16.6628";"0.3";"Seconds";"";"1332";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110503";"Y";"FLGR";"";"COMPLETED";"" 
"10326";"MÅRTENSKLACK";"10";"M";"604839.4N";"0164007.9E";"60.81094";"16.66885";"0.3";"Seconds";"";"1358";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110503";"Y";"FLGR";"";"COMPLETED";"" 
"10328";"BOARP";"10";"M";"554920.6N";"0134636.1E";"55.8224";"13.77669";"0.3";"Seconds";"";"971";"FT";"453";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10329";"BOARP";"10";"M";"554911.4N";"0134612.4E";"55.81985";"13.7701";"0.3";"Seconds";"";"978";"FT";"453";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10330";"BOARP";"10";"M";"554904.6N";"0134638.9E";"55.81795";"13.77746";"0.3";"Seconds";"";"974";"FT";"453";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10331";"SVALÖV";"10";"M";"555721.8N";"0130253.4E";"55.95606";"13.04815";"0.3";"Seconds";"";"649";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10332";"SVALÖV";"10";"M";"555710.0N";"0130301.8E";"55.95278";"13.05051";"0.3";"Seconds";"";"653";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10333";"SVALÖV";"10";"M";"555658.0N";"0130310.5E";"55.94945";"13.05293";"0.3";"Seconds";"";"653";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10336";"GRIPENBERG";"10";"M";"575952.1N";"0144936.9E";"57.99779";"14.8269";"0.3";"Seconds";"";"1247";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10337";"GRIPENBERG";"10";"M";"580005.5N";"0144930.2E";"58.00151";"14.82506";"0.3";"Seconds";"";"1270";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10338";"RÅBY";"10";"M";"554929.7N";"0133920.6E";"55.82492";"13.65571";"0.3";"Seconds";"";"784";"FT";"390";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110524";"Y";"FLGR";"";"COMPLETED";"" 
"10344";"KUUSIVAARA";"10";"M";"672859.7N";"0215717.3E";"67.48326";"21.9548";"0.3";"Seconds";"";"1609";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"10346";"LÄMÅS";"10";"M";"590203.0N";"0142141.8E";"59.03417";"14.36162";"0.3";"Seconds";"";"906";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"Y";"FLGR";"";"COMPLETED";"" 
"10347";"LÄMÅS";"10";"M";"590143.1N";"0142139.0E";"59.02864";"14.36084";"0.3";"Seconds";"";"904";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"Y";"FLGR";"";"COMPLETED";"" 
"10348";"STORLIDEN";"10";"M";"651244.0N";"0185514.5E";"65.21221";"18.9207";"0.3";"Seconds";"";"2146";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10349";"STORLIDEN";"10";"M";"651301.5N";"0185521.5E";"65.21708";"18.92264";"0.3";"Seconds";"";"2093";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10350";"STORLIDEN";"10";"M";"651252.2N";"0185444.9E";"65.21451";"18.91248";"0.3";"Seconds";"";"2047";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10351";"STORLIDEN";"10";"M";"651250.5N";"0185547.6E";"65.21404";"18.9299";"0.3";"Seconds";"";"2077";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10352";"STORLIDEN";"10";"M";"651250.9N";"0185403.6E";"65.21415";"18.90101";"0.3";"Seconds";"";"1916";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10353";"STORLIDEN";"10";"M";"651304.4N";"0185344.1E";"65.2179";"18.89559";"0.3";"Seconds";"";"1896";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10354";"STORLIDEN";"10";"M";"651312.7N";"0185414.0E";"65.22018";"18.90388";"0.3";"Seconds";"";"1936";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10355";"STORLIDEN";"10";"M";"651307.1N";"0185446.7E";"65.21863";"18.91296";"0.3";"Seconds";"";"2047";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGR";"";"COMPLETED";"" 
"10356";"ORREFORS";"10";"M";"564810.1N";"0154037.0E";"56.8028";"15.67696";"0.3";"Seconds";"";"1142";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGW";"";"COMPLETED";"" 
"10357";"ORREFORS";"10";"M";"564826.1N";"0154019.7E";"56.80726";"15.67213";"0.3";"Seconds";"";"1142";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10358";"ORREFORS";"10";"M";"564847.1N";"0153954.1E";"56.81309";"15.66503";"0.3";"Seconds";"";"1165";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10359";"ORREFORS";"10";"M";"564857.5N";"0153920.5E";"56.81599";"15.65571";"0.3";"Seconds";"";"1194";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGW";"";"COMPLETED";"" 
"10360";"ORREFORS";"10";"M";"564916.6N";"0153912.0E";"56.82127";"15.65334";"0.3";"Seconds";"";"1211";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10361";"ORREFORS";"10";"M";"564931.9N";"0153908.1E";"56.82552";"15.65226";"0.3";"Seconds";"";"1204";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10362";"ORREFORS";"10";"M";"564952.1N";"0153916.7E";"56.83113";"15.65463";"0.3";"Seconds";"";"1188";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGW";"";"COMPLETED";"" 
"10363";"ORREFORS";"10";"M";"564943.2N";"0153938.0E";"56.82867";"15.66055";"0.3";"Seconds";"";"1178";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10364";"ORREFORS";"10";"M";"565004.1N";"0153937.9E";"56.83447";"15.66053";"0.3";"Seconds";"";"1188";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FR";"";"COMPLETED";"" 
"10365";"ORREFORS";"10";"M";"564955.8N";"0154011.6E";"56.83217";"15.66988";"0.3";"Seconds";"";"1158";"FT";"558";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110609";"Y";"FLGW";"";"COMPLETED";"" 
"10368";"KRÄKLINGBO";"10";"M";"572632.6N";"0184601.8E";"57.44239";"18.76717";"0.3";"Seconds";"";"486";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110615";"Y";"FLGR";"";"COMPLETED";"" 
"10372";"HOVA";"10";"M";"585210.8N";"0140903.4E";"58.86966";"14.15094";"0.3";"Seconds";"";"711";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20250211";"Y";"FR";"";"COMPLETED";"" 
"10374";"BACKE";"10";"M";"634545.1N";"0163009.4E";"63.76254";"16.5026";"0.3";"Seconds";"";"1542";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110628";"Y";"FLGR";"";"COMPLETED";"" 
"10375";"BACKE";"10";"M";"634538.4N";"0163035.1E";"63.76065";"16.50975";"0.3";"Seconds";"";"1529";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110628";"Y";"FLGR";"";"COMPLETED";"" 
"10376";"ÅSBO";"10";"M";"581535.9N";"0150707.4E";"58.25996";"15.11872";"0.3";"Seconds";"";"1063";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10377";"ÅSBO";"10";"M";"581539.5N";"0150800.1E";"58.26098";"15.13335";"0.3";"Seconds";"";"1030";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10378";"ÅSBO";"10";"M";"581557.4N";"0150836.4E";"58.26594";"15.14343";"0.3";"Seconds";"";"994";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10379";"ÅSBO";"10";"M";"581625.9N";"0150916.1E";"58.27387";"15.15448";"0.3";"Seconds";"";"1043";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10380";"ÅSBO";"10";"M";"581622.7N";"0150945.8E";"58.27297";"15.16271";"0.3";"Seconds";"";"1017";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10381";"ÅSBO";"10";"M";"581630.3N";"0150852.7E";"58.27509";"15.14798";"0.3";"Seconds";"";"1027";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10382";"ÅSBO";"10";"M";"581615.6N";"0150858.8E";"58.27099";"15.14966";"0.3";"Seconds";"";"1020";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10383";"ÅSBO";"10";"M";"581612.1N";"0150924.3E";"58.27002";"15.15675";"0.3";"Seconds";"";"1033";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10384";"ÅSBO";"10";"M";"581601.7N";"0150903.6E";"58.26714";"15.15099";"0.3";"Seconds";"";"1027";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10385";"ÅSBO";"10";"M";"581548.7N";"0150718.1E";"58.26352";"15.12169";"0.3";"Seconds";"";"1040";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10386";"ÅSBO";"10";"M";"581552.4N";"0150802.6E";"58.26455";"15.13407";"0.3";"Seconds";"";"974";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10387";"NÄSUDDEN";"10";"M";"570542.4N";"0181241.5E";"57.09511";"18.21154";"0.3";"Seconds";"";"449";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10388";"NÄSUDDEN";"10";"M";"570531.9N";"0181240.7E";"57.09219";"18.2113";"0.3";"Seconds";"";"449";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10389";"NÄSUDDEN";"10";"M";"570521.2N";"0181239.9E";"57.08922";"18.21108";"0.3";"Seconds";"";"449";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10390";"NÄSUDDEN";"10";"M";"570510.9N";"0181239.1E";"57.08635";"18.21086";"0.3";"Seconds";"";"453";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10391";"NÄSUDDEN";"10";"M";"570500.4N";"0181238.2E";"57.08343";"18.21062";"0.3";"Seconds";"";"459";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10392";"NÄSUDDEN";"10";"M";"570449.7N";"0181237.4E";"57.08047";"18.21039";"0.3";"Seconds";"";"463";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10393";"NÄSUDDEN";"10";"M";"570540.4N";"0181306.8E";"57.09456";"18.21855";"0.3";"Seconds";"";"456";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10394";"NÄSUDDEN";"10";"M";"570508.3N";"0181304.3E";"57.08563";"18.21786";"0.3";"Seconds";"";"463";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10395";"NÄSUDDEN";"10";"M";"570458.0N";"0181303.4E";"57.08279";"18.21762";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10396";"NÄSUDDEN";"10";"M";"570447.7N";"0181302.6E";"57.07992";"18.2174";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10397";"NÄSUDDEN";"10";"M";"570529.4N";"0181305.9E";"57.09149";"18.21832";"0.3";"Seconds";"";"459";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10398";"NÄSUDDEN";"10";"M";"570518.7N";"0181305.1E";"57.08854";"18.21808";"0.3";"Seconds";"";"459";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110629";"Y";"FLGR";"";"COMPLETED";"" 
"10399";"NÄSUDDEN";"10";"M";"570431.5N";"0181211.2E";"57.07542";"18.20311";"0.3";"Seconds";"";"449";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10400";"NÄSUDDEN";"10";"M";"570412.2N";"0181209.6E";"57.07006";"18.20268";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10401";"NÄSUDDEN";"10";"M";"570421.9N";"0181210.4E";"57.07274";"18.2029";"0.3";"Seconds";"";"456";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10402";"NÄSUDDEN";"10";"M";"570402.5N";"0181208.9E";"57.06735";"18.20247";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10403";"NÄSUDDEN";"10";"M";"570352.7N";"0181208.1E";"57.06464";"18.20225";"0.3";"Seconds";"";"456";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10404";"NÄSUDDEN";"10";"M";"570429.2N";"0181235.8E";"57.07479";"18.20994";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10405";"NÄSUDDEN";"10";"M";"570419.5N";"0181235.0E";"57.07209";"18.20972";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10406";"NÄSUDDEN";"10";"M";"570400.0N";"0181233.5E";"57.06666";"18.2093";"0.3";"Seconds";"";"462";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"Y";"FLGR";"";"COMPLETED";"" 
"10407";"NÄSUDDEN";"10";"M";"570350.1N";"0181232.7E";"57.06391";"18.20908";"0.3";"Seconds";"";"466";"FT";"443";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10408";"SMÖJEN";"10";"M";"574350.6N";"0185710.3E";"57.73073";"18.95285";"0.3";"Seconds";"";"469";"FT";"456";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110630";"Y";"FLGR";"";"COMPLETED";"" 
"10409";"TJÄLLMO";"10";"M";"584610.9N";"0152104.0E";"58.7697";"15.35112";"0.3";"Seconds";"";"948";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20110630";"Y";"FR";"";"COMPLETED";"" 
"10412";"NÅDAGUBBLIDEN";"10";"M";"650655.7N";"0184608.9E";"65.11547";"18.76913";"0.3";"Seconds";"";"1883";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20110630";"Y";"FR";"";"COMPLETED";"" 
"10413";"SJÖTORP";"10";"M";"585144.6N";"0140338.3E";"58.86239";"14.06064";"0.3";"Seconds";"";"789";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"Y";"FLGR";"";"COMPLETED";"" 
"10414";"SJÖTORP";"10";"M";"585126.0N";"0140341.8E";"58.85723";"14.06161";"0.3";"Seconds";"";"783";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250211";"Y";"FLGR";"";"COMPLETED";"" 
"10415";"VINDELN";"10";"M";"641522.0N";"0194628.3E";"64.2561";"19.77452";"0.3";"Seconds";"";"1388";"FT";"505";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"10416";"VACKERDALSBEGET";"10";"M";"610357.9N";"0163414.6E";"61.06608";"16.57073";"0.3";"Seconds";"";"1575";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110816";"Y";"FLGR";"";"COMPLETED";"" 
"10417";"VACKERDALSBERGET";"10";"M";"610352.9N";"0163501.9E";"61.06468";"16.58386";"0.3";"Seconds";"";"1549";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110816";"Y";"FLGR";"";"COMPLETED";"" 
"10418";"VACKERDALSBEGET";"10";"M";"610404.1N";"0163443.5E";"61.06782";"16.57875";"0.3";"Seconds";"";"1568";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110816";"Y";"FLGR";"";"COMPLETED";"" 
