"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"13608";"MULLHYTTAN";"10";"M";"591225.1N";"0144300.1E";"59.20697";"14.7167";"0.3";"Seconds";"";"1329";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FLGW";"";"COMPLETED";"" 
"13609";"MULLHYTTAN";"10";"M";"591222.2N";"0144123.7E";"59.20617";"14.68992";"0.3";"Seconds";"";"1407";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FLGW";"";"COMPLETED";"" 
"13610";"MULLHYTTAN";"10";"M";"591244.0N";"0144027.4E";"59.21223";"14.67428";"0.3";"Seconds";"";"1266";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13611";"MULLHYTTAN";"10";"M";"591254.3N";"0143956.0E";"59.21508";"14.66555";"0.3";"Seconds";"";"1287";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13612";"MULLHYTTAN";"10";"M";"591226.9N";"0144030.0E";"59.20747";"14.67501";"0.3";"Seconds";"";"1345";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13613";"MULLHYTTAN";"10";"M";"591303.5N";"0144152.8E";"59.21763";"14.69801";"0.3";"Seconds";"";"1302";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13614";"MULLHYTTAN";"10";"M";"591252.8N";"0144244.6E";"59.21465";"14.71239";"0.3";"Seconds";"";"1335";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FLGW";"";"COMPLETED";"" 
"13615";"MULLHYTTAN";"10";"M";"591238.5N";"0144228.5E";"59.2107";"14.70792";"0.3";"Seconds";"";"1325";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FR";"";"COMPLETED";"" 
"13616";"MULLHYTTAN";"10";"M";"591311.5N";"0144007.7E";"59.21985";"14.6688";"0.3";"Seconds";"";"1309";"FT";"607";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190506";"Y";"FLGW";"";"COMPLETED";"" 
"13619";"GRÄNGESBERG";"10";"M";"600545.7N";"0145326.9E";"60.09603";"14.8908";"0.3";"Seconds";"";"1936";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190510";"Y";"FR";"";"COMPLETED";"" 
"13620";"GRÄNGESBERG";"10";"M";"600541.7N";"0145352.2E";"60.09492";"14.89783";"0.3";"Seconds";"";"1949";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGW";"";"COMPLETED";"" 
"13623";"RÄTAN";"10";"M";"623433.9N";"0145522.6E";"62.5761";"14.92294";"0.3";"Seconds";"";"2395";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190513";"Y";"FLGW";"";"COMPLETED";"" 
"13624";"RÄTAN";"10";"M";"623411.4N";"0145517.0E";"62.56983";"14.9214";"0.3";"Seconds";"";"2421";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190513";"Y";"FR";"";"COMPLETED";"" 
"13625";"RÄTAN";"10";"M";"623417.4N";"0145600.6E";"62.57151";"14.93349";"0.3";"Seconds";"";"2421";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190513";"Y";"FR";"";"COMPLETED";"" 
"13626";"RÄTAN";"10";"M";"623401.8N";"0145615.2E";"62.56716";"14.93755";"0.3";"Seconds";"";"2425";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190513";"Y";"FLGW";"";"COMPLETED";"" 
"13627";"RÄTAN";"10";"M";"623356.5N";"0145532.0E";"62.56569";"14.92555";"0.3";"Seconds";"";"2503";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190513";"Y";"FR";"";"COMPLETED";"" 
"13631";"RÄTAN";"10";"M";"623342.0N";"0145511.1E";"62.56165";"14.91974";"0.3";"Seconds";"";"2434";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190603";"Y";"FLGW";"";"COMPLETED";"" 
"13632";"RÄTAN";"10";"M";"623326.1N";"0145528.9E";"62.55726";"14.9247";"0.3";"Seconds";"";"2457";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190603";"Y";"FR";"";"COMPLETED";"" 
"13633";"RÄTAN";"10";"M";"623333.8N";"0145604.3E";"62.55938";"14.93453";"0.3";"Seconds";"";"2510";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190603";"Y";"FR";"";"COMPLETED";"" 
"13634";"RÄTAN";"10";"M";"623326.6N";"0145641.2E";"62.55738";"14.94477";"0.3";"Seconds";"";"2507";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190603";"Y";"FR";"";"COMPLETED";"" 
"13635";"RÄTAN";"10";"M";"623310.0N";"0145656.8E";"62.55278";"14.94911";"0.3";"Seconds";"";"2441";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190603";"Y";"FLGW";"";"COMPLETED";"" 
"13638";"STIGSHÖJDEN";"10";"M";"631306.1N";"0175920.5E";"63.21837";"17.98902";"0.3";"Seconds";"";"1772";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13639";"STIGSHÖJDEN";"10";"M";"631316.4N";"0175848.7E";"63.22122";"17.9802";"0.3";"Seconds";"";"1857";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13640";"STIGSHÖJDEN";"10";"M";"631330.4N";"0175815.7E";"63.22512";"17.97104";"0.3";"Seconds";"";"1873";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13641";"STIGSHÖJDEN";"10";"M";"631328.2N";"0175944.1E";"63.22449";"17.99559";"0.3";"Seconds";"";"1729";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13642";"STIGSHÖJDEN";"10";"M";"631334.3N";"0175913.6E";"63.22621";"17.9871";"0.3";"Seconds";"";"1814";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13643";"STIGSHÖJDEN";"10";"M";"631344.6N";"0175842.1E";"63.22905";"17.97837";"0.3";"Seconds";"";"1880";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231114";"Y";"FLGR";"";"COMPLETED";"" 
"13646";"HAMMENHÖG";"10";"M";"552954.7N";"0140525.9E";"55.49852";"14.09053";"0.3";"Seconds";"";"571";"FT";"390";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190611";"Y";"FLGR";"";"COMPLETED";"" 
"13647";"HAMMENHÖG";"10";"M";"552945.3N";"0140541.0E";"55.49592";"14.09471";"0.3";"Seconds";"";"558";"FT";"390";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190611";"Y";"FLGR";"";"COMPLETED";"" 
"13648";"HAMMERDAL";"10";"M";"633315.1N";"0150311.0E";"63.55419";"15.05307";"0.3";"Seconds";"";"2087";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13649";"HAMMERDAL";"10";"M";"633302.0N";"0150241.1E";"63.55057";"15.04475";"0.3";"Seconds";"";"2123";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13650";"HAMMERDAL";"10";"M";"633300.5N";"0150356.4E";"63.55014";"15.06568";"0.3";"Seconds";"";"2123";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13651";"HAMMERDAL";"10";"M";"633244.5N";"0150222.8E";"63.54569";"15.03967";"0.3";"Seconds";"";"2146";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13652";"HAMMERDAL";"10";"M";"633249.6N";"0150319.6E";"63.54711";"15.05545";"0.3";"Seconds";"";"2188";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13653";"HAMMERDAL";"10";"M";"633241.9N";"0150404.9E";"63.54498";"15.06802";"0.3";"Seconds";"";"2165";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13654";"HAMMERDAL";"10";"M";"633232.4N";"0150307.9E";"63.54233";"15.05218";"0.3";"Seconds";"";"2178";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13655";"HAMMERDAL";"10";"M";"633224.1N";"0150355.6E";"63.54003";"15.06545";"0.3";"Seconds";"";"2188";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13656";"HAMMERDAL";"10";"M";"633312.2N";"0150558.5E";"63.5534";"15.09959";"0.3";"Seconds";"";"2083";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13657";"HAMMERDAL";"10";"M";"633256.3N";"0150534.9E";"63.54897";"15.09304";"0.3";"Seconds";"";"2152";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13658";"HAMMERDAL";"10";"M";"633256.9N";"0150622.2E";"63.54914";"15.10616";"0.3";"Seconds";"";"2146";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13659";"HAMMERDAL";"10";"M";"633236.9N";"0150531.0E";"63.54359";"15.09194";"0.3";"Seconds";"";"2218";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13660";"HAMMERDAL";"10";"M";"633238.5N";"0150618.6E";"63.54402";"15.10517";"0.3";"Seconds";"";"2228";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13661";"HAMMERDAL";"10";"M";"633219.2N";"0150521.1E";"63.53866";"15.0892";"0.3";"Seconds";"";"2238";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13662";"HAMMERDAL";"10";"M";"633217.6N";"0150616.8E";"63.53823";"15.10467";"0.3";"Seconds";"";"2224";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13663";"HAMMERDAL";"10";"M";"633202.7N";"0150457.7E";"63.53408";"15.08269";"0.3";"Seconds";"";"2228";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13664";"HAMMERDAL";"10";"M";"633201.8N";"0150546.1E";"63.53383";"15.09615";"0.3";"Seconds";"";"2267";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13665";"HAMMERDAL";"10";"M";"633151.0N";"0150621.7E";"63.53084";"15.10603";"0.3";"Seconds";"";"2290";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13666";"HAMMERDAL";"10";"M";"633147.6N";"0150431.5E";"63.52988";"15.07542";"0.3";"Seconds";"";"2172";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13667";"HAMMERDAL";"10";"M";"633145.2N";"0150516.1E";"63.52922";"15.08781";"0.3";"Seconds";"";"2274";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13668";"HAMMERDAL";"10";"M";"633135.1N";"0150600.9E";"63.52642";"15.10024";"0.3";"Seconds";"";"2231";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13669";"HAMMERDAL";"10";"M";"633410.6N";"0151008.2E";"63.56962";"15.16894";"0.3";"Seconds";"";"1972";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13670";"HAMMERDAL";"10";"M";"633353.8N";"0150945.5E";"63.56494";"15.16263";"0.3";"Seconds";"";"2051";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13671";"HAMMERDAL";"10";"M";"633356.6N";"0151051.6E";"63.56574";"15.181";"0.3";"Seconds";"";"2031";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13672";"HAMMERDAL";"10";"M";"633336.1N";"0150927.6E";"63.56004";"15.15767";"0.3";"Seconds";"";"2054";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13673";"HAMMERDAL";"10";"M";"633340.3N";"0151031.9E";"63.5612";"15.17553";"0.3";"Seconds";"";"2080";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13674";"HAMMERDAL";"10";"M";"633335.1N";"0151121.7E";"63.55975";"15.18937";"0.3";"Seconds";"";"2060";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13675";"HAMMERDAL";"10";"M";"633321.9N";"0150856.7E";"63.55609";"15.14907";"0.3";"Seconds";"";"2057";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13676";"HAMMERDAL";"10";"M";"633324.5N";"0151010.3E";"63.5568";"15.16953";"0.3";"Seconds";"";"2080";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13677";"HAMMERDAL";"10";"M";"633303.9N";"0150916.2E";"63.55108";"15.1545";"0.3";"Seconds";"";"2073";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13678";"HAMMERDAL";"10";"M";"633248.7N";"0150852.7E";"63.54686";"15.14796";"0.3";"Seconds";"";"2080";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13679";"HAMMERDAL";"10";"M";"633154.6N";"0150953.7E";"63.53183";"15.16491";"0.3";"Seconds";"";"2142";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13680";"HAMMERDAL";"10";"M";"633139.0N";"0150917.8E";"63.52749";"15.15494";"0.3";"Seconds";"";"2254";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13681";"HAMMERDAL";"10";"M";"633126.9N";"0150840.1E";"63.52414";"15.14448";"0.3";"Seconds";"";"2201";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13682";"HAMMERDAL";"10";"M";"633108.4N";"0150856.7E";"63.519";"15.14908";"0.3";"Seconds";"";"2211";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13683";"HAMMERDAL";"10";"M";"633120.9N";"0150935.1E";"63.52247";"15.15975";"0.3";"Seconds";"";"2293";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13684";"HAMMERDAL";"10";"M";"633107.2N";"0151002.9E";"63.51866";"15.16747";"0.3";"Seconds";"";"2188";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13685";"HAMMERDAL";"10";"M";"633053.6N";"0150931.6E";"63.51488";"15.15879";"0.3";"Seconds";"";"2172";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13686";"HAMMERDAL";"10";"M";"633051.7N";"0151026.2E";"63.51436";"15.17396";"0.3";"Seconds";"";"2133";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13687";"HAMMERDAL";"10";"M";"633034.3N";"0151022.8E";"63.50954";"15.173";"0.3";"Seconds";"";"2110";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13688";"HAMMERDAL";"10";"M";"633052.6N";"0151148.7E";"63.51461";"15.19685";"0.3";"Seconds";"";"2037";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13689";"HAMMERDAL";"10";"M";"633208.8N";"0151023.7E";"63.53579";"15.17326";"0.3";"Seconds";"";"2146";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13690";"HAMMERDAL";"10";"M";"633223.2N";"0151052.4E";"63.53978";"15.18123";"0.3";"Seconds";"";"2126";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13691";"HAMMERDAL";"10";"M";"633234.0N";"0151127.8E";"63.54276";"15.19107";"0.3";"Seconds";"";"2100";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13692";"HAMMERDAL";"10";"M";"633242.0N";"0151210.9E";"63.545";"15.20303";"0.3";"Seconds";"";"2031";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13693";"HAMMERDAL";"10";"M";"633204.6N";"0151116.5E";"63.53462";"15.18792";"0.3";"Seconds";"";"2133";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13694";"HAMMERDAL";"10";"M";"633152.5N";"0151049.6E";"63.53125";"15.18046";"0.3";"Seconds";"";"2165";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13695";"HAMMERDAL";"10";"M";"633143.4N";"0151131.1E";"63.52873";"15.19196";"0.3";"Seconds";"";"2110";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13696";"HAMMERDAL";"10";"M";"633126.3N";"0151119.3E";"63.52398";"15.18869";"0.3";"Seconds";"";"2100";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13697";"HAMMERDAL";"10";"M";"633110.2N";"0151144.4E";"63.51951";"15.19566";"0.3";"Seconds";"";"2060";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13698";"HAMMERDAL";"10";"M";"633157.7N";"0151236.2E";"63.5327";"15.21007";"0.3";"Seconds";"";"2083";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13699";"HAMMERDAL";"10";"M";"633213.4N";"0151315.7E";"63.53707";"15.22104";"0.3";"Seconds";"";"2106";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13700";"HAMMERDAL";"10";"M";"633222.2N";"0151359.0E";"63.53949";"15.23305";"0.3";"Seconds";"";"2047";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13701";"HAMMERDAL";"10";"M";"633203.5N";"0151400.4E";"63.5343";"15.23345";"0.3";"Seconds";"";"2080";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13702";"HAMMERDAL";"10";"M";"633154.9N";"0151322.1E";"63.53191";"15.22281";"0.3";"Seconds";"";"2146";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13703";"HAMMERDAL";"10";"M";"633140.4N";"0151255.3E";"63.5279";"15.21536";"0.3";"Seconds";"";"2136";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13704";"HAMMERDAL";"10";"M";"633141.5N";"0151356.7E";"63.52819";"15.23241";"0.3";"Seconds";"";"2133";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13705";"HAMMERDAL";"10";"M";"633127.4N";"0151330.9E";"63.52429";"15.22524";"0.3";"Seconds";"";"2087";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13706";"HAMMERDAL";"10";"M";"633115.0N";"0151300.9E";"63.52084";"15.21691";"0.3";"Seconds";"";"2070";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13707";"HAMMERDAL";"10";"M";"633113.2N";"0151406.7E";"63.52033";"15.23518";"0.3";"Seconds";"";"2021";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13708";"HAMMERDAL";"10";"M";"633100.4N";"0151334.4E";"63.51677";"15.22623";"0.3";"Seconds";"";"2021";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13709";"HAMMERDAL";"10";"M";"632800.5N";"0150310.7E";"63.4668";"15.05297";"0.3";"Seconds";"";"2093";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13710";"HAMMERDAL";"10";"M";"632741.4N";"0150302.0E";"63.46149";"15.05055";"0.3";"Seconds";"";"2185";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13711";"HAMMERDAL";"10";"M";"632745.6N";"0150344.2E";"63.46266";"15.06227";"0.3";"Seconds";"";"2119";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13712";"HAMMERDAL";"10";"M";"632723.0N";"0150315.2E";"63.45638";"15.05423";"0.3";"Seconds";"";"2188";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FLGW";"";"COMPLETED";"" 
"13713";"HAMMERDAL";"10";"M";"632724.2N";"0150404.8E";"63.45672";"15.06799";"0.3";"Seconds";"";"2123";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
"13714";"HAMMERDAL";"10";"M";"632705.7N";"0150340.0E";"63.45159";"15.0611";"0.3";"Seconds";"";"2126";"FT";"591";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20190612";"Y";"FR";"";"COMPLETED";"" 
